word,bengaliMeaning,pronunciation,example,exampleBengali,difficulty,level,partOfSpeech,Type of sentence,Type of tense
Theorize,অনুমান/ধারণা করা,/θˈiɜraɪz/,"Because they theorized early, the project succeeded.","যেহেতু তারা আগেই অনুমান/ধারণা করেছিল, প্রকল্পটি সফল হয়েছিল।",Medium,IELTS Band 6-7,verb,Complex,Past Simple
thicker,ঘন,/θˈɪkɜr/,The thicker will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে ঘন বড় ভূমিকা রাখবে।,Medium,IELTS Band 6-7,noun,Simple,Future Simple
Thoroughly,পুভখানুপুভ্খভাবে,/θˈɜroʊli/,The plan was thoroughly rejected by the committee.,পরিকল্পনাটি কমিটি পুভখানুপুভ্খভাবে প্রত্যাখ্যান করেছিল।,Hard,IELTS Band 7-9,adverb,Simple,Past Simple
Threw,নিক্ষেপ,/θrˈu/,The article discusses the threw in great detail.,প্রবন্ধটিতে নিক্ষেপ নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Thrive,উন্নতি লাভ করা,/θrˈaɪv/,It is thrive to prepare well before the test.,পরীক্ষার আগে ভালোভাবে প্রস্তুতি নেওয়া উন্নতি লাভ করা।,Easy,IELTS Band 5-6,adjective,Simple,Present Simple
Tidy,পরিপাটি,/tˈaɪdi/,The tidy was clearly explained in the report.,প্রতিবেদনে পরিপাটি বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Easy,IELTS Band 5-6,noun,Simple,Past Simple
Tightened,বৃদ্ধি করা,/tˈaɪtʌnd/,"Next year, the company will tightened this plan.",আগামী বছর কোম্পানিটি এই পরিকল্পনা বৃদ্ধি করবে।,Medium,IELTS Band 6-7,verb,Simple,Future Simple
Tightly,শক্তভাবে,/tˈaɪtli/,He tightly explains difficult topics in class.,সে ক্লাসে কঠিন বিষয়গুলো শক্তভাবে ব্যাখ্যা করে।,Medium,IELTS Band 6-7,adverb,Simple,Present Simple
Tinder,দাহ্য পদার্থ,/tˈɪndɜr/,Every student should understand the tinder before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর দাহ্য পদার্থ সম্পর্কে বোঝা উচিত।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Tiny,অতি ছোট,/tˈaɪni/,The tiny will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে অতি ছোট বড় ভূমিকা রাখবে।,Easy,IELTS Band 5-6,noun,Simple,Future Simple
Token,প্রতীক/নিদর্শন,/tˈoʊkʌn/,Experts have tokened this issue for decades.,বিশেষজ্ঞরা কয়েক দশক ধরে এই বিষয়টি প্রতীক/নিদর্শন করে আসছেন।,Easy,IELTS Band 5-6,verb,Simple,Present Perfect
Tools,যন্ত্রপাতি,/tˈulz/,The article discusses the tools in great detail.,প্রবন্ধটিতে যন্ত্রপাতি নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Tough,শক্ত,/tˈʌf/,Scientists are still examining the tough closely.,বিজ্ঞানীরা এখনো শক্ত খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Continuous
Tougher,অদম্য,/tˈʌfɜr/,The tougher was clearly explained in the report.,প্রতিবেদনে অদম্য বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Medium,IELTS Band 6-7,noun,Simple,Past Simple
Towers,টাওয়ার,/tˈaʊɜrz/,Researchers have studied this towers for many years.,গবেষকরা বহু বছর ধরে এই টাওয়ার নিয়ে গবেষণা করেছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Perfect
Toxic,বিষাক্ত,/tˈɑksɪk/,The result was extremely toxic.,ফলাফলটি অত্যন্ত বিষাক্ত ছিল।,Easy,IELTS Band 5-6,adjective,Simple,Past Simple
Toxin,বিষ,/tˈɑksʌn/,Every student should understand the toxin before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর বিষ সম্পর্কে বোঝা উচিত।,Easy,IELTS Band 5-6,noun,Simple,Present Simple
Trace,চিহ্‌/সন্ধান,/trˈeɪs/,The trace will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে চিহ্‌/সন্ধান বড় ভূমিকা রাখবে।,Easy,IELTS Band 5-6,noun,Simple,Future Simple
Traces,সন্ধান,/trˈeɪsʌz/,"Because of the traces, the whole plan had to change.",সন্ধান-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Easy,IELTS Band 5-6,noun,Complex,Past Simple
Traders,ব্যবসায়ী,/trˈeɪdɜrz/,The article discusses the traders in great detail.,প্রবন্ধটিতে ব্যবসায়ী নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Trailblazer,প্রবর্তক,/trˈeɪlbleɪzɜr/,Scientists are still examining the trailblazer closely.,বিজ্ঞানীরা এখনো প্রবর্তক খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
Trait,বৈশিষ্ট্য,/trˈeɪt/,The trait was clearly explained in the report.,প্রতিবেদনে বৈশিষ্ট্য বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Easy,IELTS Band 5-6,noun,Simple,Past Simple
traits,বৈশিষ্ট,/trˈeɪts/,Researchers have studied this traits for many years.,গবেষকরা বহু বছর ধরে এই বৈশিষ্ট নিয়ে গবেষণা করেছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Perfect
Trample,পদদলিত করা,/trˈæmpʌl/,"Although the trample seemed minor, it changed everything.","যদিও পদদলিত করা বিষয়টি সামান্য মনে হয়েছিল, এটি সবকিছু বদলে দিয়েছিল।",Medium,IELTS Band 6-7,noun,Complex,Past Simple
Transaction,লেনদেন,/trænzˈækʃʌn/,Every student should understand the transaction before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর লেনদেন সম্পর্কে বোঝা উচিত।,Hard,IELTS Band 7-9,noun,Simple,Present Simple
Transform,রূপান্তর করা,/trænsfˈɔrm/,The transform will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে রূপান্তর করা বড় ভূমিকা রাখবে।,Medium,IELTS Band 6-7,noun,Simple,Future Simple
Transformed,রূপান্তরিত,/trænsfˈɔrmd/,The team is transformeding new ways to solve it.,দলটি এটি সমাধানের নতুন উপায় রূপান্তরিত করছে।,Hard,IELTS Band 7-9,verb,Simple,Present Continuous
Transition,পরিবৃত্তি,/trænzˈɪʃʌn/,The article discusses the transition in great detail.,প্রবন্ধটিতে পরিবৃত্তি নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Hard,IELTS Band 7-9,noun,Simple,Present Simple
Transitions,রূপান্তর,/trænzˈɪʃʌnz/,Scientists are still examining the transitions closely.,বিজ্ঞানীরা এখনো রূপান্তর খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
translator,অনুবাদক/অনুবাদ করা,/trænslˈeɪtɜr/,The translator was clearly explained in the report.,প্রতিবেদনে অনুবাদক/অনুবাদ করা বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Hard,IELTS Band 7-9,noun,Simple,Past Simple
Translocation,স্থানান্তর,,Researchers have studied this translocation for many years.,গবেষকরা বহু বছর ধরে এই স্থানান্তর নিয়ে গবেষণা করেছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Perfect
Transmitter,প্রেরক,/trænsmˈɪtɜr/,"Although the transmitter seemed minor, it changed everything.","যদিও প্রেরক বিষয়টি সামান্য মনে হয়েছিল, এটি সবকিছু বদলে দিয়েছিল।",Hard,IELTS Band 7-9,noun,Complex,Past Simple
Transparency,স্বচ্ছতা,/trænspˈɛrʌnsi/,Every student should understand the transparency before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর স্বচ্ছতা সম্পর্কে বোঝা উচিত।,Hard,IELTS Band 7-9,noun,Simple,Present Simple
Transparent,স্বচ্ছ,/trænspˈɛrʌnt/,The result was extremely transparent.,ফলাফলটি অত্যন্ত স্বচ্ছ ছিল।,Hard,IELTS Band 7-9,adjective,Simple,Past Simple
Trash,আবর্জনা,/trˈæʃ/,"Because of the trash, the whole plan had to change.",আবর্জনা-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Easy,IELTS Band 5-6,noun,Complex,Past Simple
Traverse,প্রাচীর,/trˈævɜrs/,The article discusses the traverse in great detail.,প্রবন্ধটিতে প্রাচীর নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Traversed,বাদ দেওয়া,/trˈævɜrst/,They traversed this issue every single day.,তারা প্রতিদিন এই বিষয়টি বাদ দেওয়া করে।,Medium,IELTS Band 6-7,verb,Simple,Present Simple
